Seq,label,Maj_pc,Min_pc,q_ba,PA_deg,v_center_kms,RA_deg,Dec_deg
291,CAP30_POSTPV_0527,648.0,388.8,0.6,-10.0,-293.2085447387585,10.92866749132231,41.15865885135261
292,CAP30_POSTPV_0528,345.0,241.5,0.7,85.0,-202.4849052035925,10.863467039662517,41.801704019525744
293,CAP30_POSTPV_0529,382.8,382.8,1.0,-90.0,-330.3227609122355,10.80491754600314,41.07593701953032
294,CAP30_POSTPV_0530,264.0,264.0,1.0,-50.0,-371.5607788827655,10.665108703581444,40.97252477030404
295,CAP30_POSTPV_0531,366.85,330.165,0.9,10.0,-247.84672497117552,11.118717850379875,41.38685360406208
296,CAP30_POSTPV_0532,300.0,300.0,1.0,-5.0,-74.6470494949495,11.337337476971411,42.0994882578471
297,CAP30_POSTPV_0533,319.0,191.4,0.6,45.0,-334.4465627092885,10.778856780083794,41.01818299309781
298,CAP30_POSTPV_0535,366.85,366.85,1.0,-45.0,-520.0176435766735,9.960662904626837,40.4228381912875
299,CAP30_POSTPV_0538,300.0,240.0,0.8,-5.0,-396.3035896650835,10.048301634599808,41.010628413136686
300,CAP30_POSTPV_0539,478.5,382.8,0.8,45.0,-161.2468872330625,11.31440471946348,41.61637960425871
301,CAP30_POSTPV_0540,319.0,255.2,0.7999999999999999,-35.0,-78.7708512920025,11.367783556500031,41.761919920978734
302,CAP30_POSTPV_0541,319.0,319.0,1.0,-60.0,-87.01845488610851,11.604554894145126,42.34940979059199
303,CAP30_POSTPV_0542,366.85,256.795,0.7,45.0,-214.8563105947515,10.88427201970982,41.66180418098145
304,CAP30_POSTPV_0543,414.0,372.6,0.9,-90.0,-190.1134998124335,11.216295123682595,41.54700635609089
305,CAP30_POSTPV_0545,440.22,396.198,0.8999999999999999,-90.0,-371.5607788827655,10.657966139910158,40.89474420635326
306,CAP30_POSTPV_0548,345.0,345.0,1.0,-10.0,-247.84672497117552,10.614582652191777,41.60264733471557
307,CAP30_POSTPV_0549,300.0,270.0,0.9,-25.0,-293.2085447387585,10.896768016558914,41.22024989242926
308,CAP30_POSTPV_0550,366.85,293.48,0.8,65.0,-503.52243638846153,10.044453195765495,40.47570710375336
309,CAP30_POSTPV_0553,360.0,324.0,0.9,-90.0,-247.84672497117552,10.62760942143634,41.57432069749432
310,CAP30_POSTPV_0555,360.0,324.0,0.9,-60.0,-470.5320220120375,10.310028564742703,40.525642426110906
311,CAP30_POSTPV_0556,440.22,440.22,1.0,-90.0,-297.3323465358115,10.478410808634177,41.436094213412574
312,CAP30_POSTPV_0558,319.0,287.1,0.9,85.0,-367.4369770857125,10.274906778331204,41.18485551469214
313,CAP30_POSTPV_0559,440.22,440.22,1.0,-90.0,-487.0272292002495,10.232114503952268,40.50938652028636
314,CAP30_POSTPV_0560,468.0,468.0,1.0,-90.0,-520.0176435766735,10.203089670188826,40.58260811302824
315,CAP30_POSTPV_0561,435.0,435.0,1.0,-90.0,-284.96094114465245,10.446262157183703,41.462838280457646
316,CAP30_POSTPV_0564,414.0,414.0,1.0,-90.0,-276.7133375505465,10.443179321071254,41.59366710478522
317,CAP30_POSTPV_0565,414.0,414.0,1.0,-90.0,-317.9513555210765,10.458222193703856,41.328417013041616
318,CAP30_POSTPV_0567,414.0,372.6,0.9,-90.0,-326.1989591151825,10.21504131767229,41.29740685169153
319,CAP30_POSTPV_0569,483.0,386.4,0.7999999999999999,45.0,-198.36110340653948,10.877649438154023,41.7472347086059
320,CAP30_POSTPV_0571,366.85,256.795,0.7,-55.0,-577.7508687354155,10.05865186206184,40.75372803588747
321,CAP30_POSTPV_0575,500.25,500.25,1.0,-90.0,-536.5128507648855,9.69813345400362,40.44545735185979
322,CAP30_POSTPV_0576,435.0,435.0,1.0,-90.0,-557.1318597501505,9.9975642033743,40.52544056174348
323,CAP30_POSTPV_0580,735.15,735.15,1.0,-90.0,-569.5032651413095,10.13445740283215,40.74411631178403
324,CAP30_POSTPV_0582,440.22,352.176,0.7999999999999999,-45.0,-54.0280405096845,11.252125466067552,41.864630995089264
325,CAP30_POSTPV_0583,432.0,345.6,0.8,65.0,-532.3890489678325,10.004702510846814,40.48825662960371
326,CAP30_POSTPV_0588,600.0,600.0,1.0,-90.0,-540.6366525619385,9.925810181182875,40.56846380370168
327,CAP30_POSTPV_0591,504.0,504.0,1.0,-90.0,-132.3802746536915,11.534227545237655,41.80166167064938
328,CAP30_POSTPV_0592,522.0,313.2,0.6,80.0,-293.2085447387585,10.335767653942378,41.468808326282826
329,CAP30_POSTPV_0594,600.0,600.0,1.0,-90.0,-536.5128507648855,9.890800969149096,40.39028509992224
330,CAP30_POSTPV_0595,695.5199999999999,417.3119999999999,0.6,15.0,-194.2373016094865,11.25402671165512,41.57460617227324
331,CAP30_POSTPV_0596,604.8,604.8,1.0,-90.0,-157.1230854360095,11.226530018094197,42.23229458788434
332,CAP30_POSTPV_0600,690.0,621.0,0.9,-85.0,-218.98011239180448,10.856946047027282,41.8017138364732
333,CAP30_POSTPV_0602,600.0,540.0,0.9,15.0,-326.1989591151825,10.196612365861574,41.33899784986863
334,CAP30_POSTPV_0604,690.0,690.0,1.0,-90.0,-524.1414453737265,10.151674267298368,40.49389892707561
335,CAP30_POSTPV_0605,864.0,864.0,1.0,-90.0,-210.73250879769853,10.852112286422557,41.87700253159705
336,CAP30_POSTPV_0606,550.275,385.1925,0.7000000000000001,-45.0,-305.5799501299175,10.909898111178771,41.22605839984065
337,CAP30_POSTPV_0609,660.33,660.33,1.0,-15.0,-309.70375192697054,10.411613987141507,41.372344374477706
338,CAP30_POSTPV_0611,420.0,420.0,1.0,-90.0,-350.9417698975005,10.112683993372318,41.16360939272115
339,CAP30_POSTPV_0613,435.0,261.0,0.6,65.0,-375.6845806798185,10.25744379852097,41.14590275585761
340,CAP30_POSTPV_0617,366.85,330.165,0.9,25.0,-581.8746705324686,10.10485107123834,40.58604140171881
341,CAP30_POSTPV_0618,780.0,780.0,1.0,-90.0,-198.36110340653948,10.933273104985169,41.97755940798552
342,CAP30_POSTPV_0619,347.75999999999993,278.208,0.8000000000000003,-90.0,-124.1326710595855,11.11717536590426,41.95896644110167
343,CAP30_POSTPV_0630,483.0,386.4,0.7999999999999999,30.0,-330.3227609122355,10.9019872618383,41.17940670282963
344,CAP30_POSTPV_0638,420.0,378.0,0.9,5.0,-433.41780583856047,9.95788456187959,40.91383822187687
345,CAP30_POSTPV_0640,483.0,434.69999999999993,0.8999999999999999,-90.0,-231.3515177829635,10.807550532243283,41.88733631217164
346,CAP30_POSTPV_0641,856.9799999999999,856.9799999999999,1.0,-90.0,-214.8563105947515,10.863874009807043,41.88059639217399
347,CAP30_POSTPV_0642,300.0,270.0,0.9,75.0,-243.7229231741225,10.72519054616053,41.75210982521928
348,CAP30_POSTPV_0644,414.0,372.6,0.9,-65.0,-231.3515177829635,11.03862307574982,41.39865398585011
349,CAP30_POSTPV_0645,435.0,261.0,0.6,15.0,-268.4657339564405,11.03073941414148,41.37853871341344
350,CAP30_POSTPV_0646,312.0,156.0,0.5,-15.0,-87.01845488610851,11.15775828668224,41.91561113014967
351,CAP30_POSTPV_0650,500.25,300.15,0.6,-45.0,-284.96094114465245,10.907483586787178,41.16772950715179
352,CAP30_POSTPV_0652,531.9325,319.1595,0.6,-30.0,-585.9984723295215,10.071182050638797,40.70726479105674
353,CAP30_POSTPV_0654,303.6,303.6,1.0,-45.0,-346.8179681004475,10.732232649277728,40.94626628516418
354,CAP30_POSTPV_0655,220.0,220.0,1.0,60.0,-301.4561483328645,10.917393288194768,41.20465457297726
355,CAP30_POSTPV_0657,319.0,287.1,0.9,-30.0,-190.1134998124335,11.054068790277595,42.05974788707012
356,CAP30_POSTPV_0660,348.0,278.40000000000003,0.8,-90.0,-449.9130130267725,9.986792975533197,40.87415416061284
357,CAP30_POSTPV_0666,343.2,205.92,0.6,0.0,-462.28441841793153,10.369369362578084,40.69013925346289
358,CAP30_POSTPV_0668,366.85,220.11,0.6,20.0,-165.3706890301155,11.007422142831729,41.899316752147335
359,CAP30_POSTPV_0677,901.9725,450.98625,0.5,-30.0,-54.0280405096845,11.386131572376492,42.02586328396226
360,CAP30_POSTPV_0678,253.0,227.7,0.8999999999999999,55.0,-404.5511932591895,10.548559287185212,40.84605423401776
361,CAP30_POSTPV_0681,253.0,227.7,0.8999999999999999,80.0,-482.9034274031965,9.310214321074364,40.24959019076703
362,CAP30_POSTPV_0683,513.084,307.8504,0.6,45.0,-433.41780583856047,10.442207441630623,40.75823665702593
363,CAP30_POSTPV_0684,345.0,345.0,1.0,-90.0,-293.2085447387585,10.958984504597328,41.26178581143458
364,CAP30_POSTPV_0685,303.6,273.23999999999995,0.8999999999999998,45.0,-458.1606166208785,9.43713053140976,40.41456318797326
365,CAP30_POSTPV_0686,286.0,257.40000000000003,0.9000000000000001,-5.0,-206.6087070006455,10.788870676581755,41.64331717711722
366,CAP30_POSTPV_0687,303.6,273.23999999999995,0.8999999999999998,45.0,-136.5040764507445,11.054043490768729,41.79736684364545
367,CAP30_POSTPV_0688,414.7,373.23,0.9,60.0,-544.7604543589915,10.142032410999558,40.57941771477392
368,CAP30_POSTPV_0689,303.6,303.6,1.0,45.0,-342.6941663033945,10.77641641726676,40.9841567920955
369,CAP30_POSTPV_0690,345.0,241.5,0.7,55.0,-239.5991213770695,11.087453601708134,41.33057699045183
370,CAP30_POSTPV_0691,253.0,227.7,0.8999999999999999,85.0,-458.1606166208785,10.539366353224995,40.93548948681386
371,CAP30_POSTPV_0692,264.0,264.0,1.0,-40.0,-198.36110340653948,10.840993268604194,41.75409546700504
372,CAP30_POSTPV_0694,300.0,270.0,0.9,0.0,-227.2277159859105,10.757913433176537,41.71431484126182
373,CAP30_POSTPV_0695,319.0,319.0,1.0,-90.0,-95.2660584802145,11.132010553829708,41.89043295374798
374,CAP30_POSTPV_0696,264.0,211.2,0.7999999999999999,5.0,-425.1702022444545,9.974599157166594,40.91491498291339
375,CAP30_POSTPV_0697,264.0,264.0,1.0,45.0,-470.5320220120375,10.50722884610112,40.92197186155202
376,CAP30_POSTPV_0698,300.0,240.0,0.8,50.0,-177.74209442127452,10.903744422669492,41.75691115592619
377,CAP30_POSTPV_0700,366.85,330.165,0.9,50.0,-301.4561483328645,10.381101467987884,41.32712913226238
378,CAP30_POSTPV_0701,264.0,264.0,1.0,-45.0,-322.0751573181295,10.83970964377914,41.14145141634975
379,CAP30_POSTPV_0702,264.0,211.2,0.7999999999999999,40.0,-185.9896980153805,10.90257976142782,41.797748410719294
380,CAP30_POSTPV_0703,414.0,372.6,0.9,-70.0,-157.1230854360095,10.971833012453915,41.82773879275063
381,CAP30_POSTPV_0704,366.85,293.48,0.8,-15.0,-272.58953575349346,10.51600415096487,41.51296127666394
382,CAP30_POSTPV_0705,345.0,345.0,1.0,15.0,-359.1893734916065,10.755668923932278,41.02403299346727
383,CAP30_POSTPV_0708,264.0,264.0,1.0,-90.0,-371.5607788827655,10.333304402013733,41.2044927433085
384,CAP30_POSTPV_0709,300.0,270.0,0.9,-90.0,-144.7516800448505,11.309696246729128,41.55223571146232
385,CAP30_POSTPV_0710,303.6,212.51999999999995,0.6999999999999998,30.0,-194.2373016094865,11.031633049299524,42.02786893125873
386,CAP30_POSTPV_0712,366.85,256.795,0.7,45.0,-247.84672497117552,11.067321990662906,41.39856273879287
387,CAP30_POSTPV_0713,366.85,293.48,0.8,20.0,-218.98011239180448,10.891525727471192,41.72068216810016
388,CAP30_POSTPV_0714,300.0,210.0,0.7,30.0,-495.2748327943555,10.27842808928068,40.67429621032629
389,CAP30_POSTPV_0715,366.85,293.48,0.8,5.0,-359.1893734916065,10.839429955789589,40.94422762375559
390,CAP30_POSTPV_0716,366.85,330.165,0.9,60.0,-503.52243638846153,10.36223874346156,40.64956134688092
391,CAP30_POSTPV_0718,364.32,364.32,1.0,-45.0,-528.2652471707795,10.19795798657999,40.58411429470693
392,CAP30_POSTPV_0719,345.0,310.5,0.9,-40.0,-346.8179681004475,10.313164358102911,41.33748647671581
393,CAP30_POSTPV_0720,310.06800000000004,248.05440000000004,0.8,0.0,-371.5607788827655,10.67320845835321,40.93933093000411
394,CAP30_POSTPV_0721,550.275,550.275,1.0,-45.0,-392.1797878680305,10.556340251907626,40.81008987462813
395,CAP30_POSTPV_0722,300.0,300.0,1.0,75.0,-363.3131752886595,10.207036306517953,41.15334401706198
396,CAP30_POSTPV_0724,414.7,331.76,0.8,-55.0,-58.15184230673751,11.374556632216912,41.90675281709613
397,CAP30_POSTPV_0729,414.0,414.0,1.0,-90.0,-305.5799501299175,10.976771437438668,41.23146428647164
398,CAP30_POSTPV_0731,360.0,324.0,0.9,-90.0,-157.1230854360095,11.24253172183361,42.1962417208719
399,CAP30_POSTPV_0732,360.0,360.0,1.0,-90.0,-66.3994459008435,11.330856900033236,41.84866464353426
400,CAP30_POSTPV_0733,440.22,440.22,1.0,-90.0,-181.86589621832752,11.27157063498026,41.50284973032587
401,CAP30_POSTPV_0734,319.0,287.1,0.9,-50.0,-309.70375192697054,10.950730624485276,41.14041553629776
402,CAP30_POSTPV_0735,319.0,287.1,0.9,65.0,-342.6941663033945,10.346739972302457,41.35508960590169
403,CAP30_POSTPV_0736,500.25,300.15,0.6,30.0,-144.7516800448505,11.032001829364155,41.88980112457212
404,CAP30_POSTPV_0737,360.0,324.0,0.9,85.0,-342.6941663033945,10.370281813333104,41.269599833057406
405,CAP30_POSTPV_0738,485.1591249999999,485.1591249999999,1.0,-90.0,-573.6270669383625,10.14469693562074,40.61179429376865
406,CAP30_POSTPV_0739,468.0,421.2,0.9,-5.0,-227.2277159859105,10.739574853219018,41.80974514882293
407,CAP30_POSTPV_0740,497.64,447.876,0.9,25.0,-210.73250879769853,10.749517081077016,41.690846913625855
408,CAP30_POSTPV_0741,360.0,324.0,0.9,-90.0,-363.3131752886595,10.23932951945933,41.17875138143276
409,CAP30_POSTPV_0743,420.0,420.0,1.0,-90.0,-148.87548184190348,11.294284338867197,42.25529939845719
410,CAP30_POSTPV_0746,483.0,483.0,1.0,-90.0,-540.6366525619385,9.984330167595845,40.48035473750087
411,CAP30_POSTPV_0750,497.64,298.584,0.6,-70.0,-350.9417698975005,10.1117579790968,41.12179823200908
412,CAP30_POSTPV_0752,420.0,420.0,1.0,-90.0,-491.15103099730254,10.06786861675362,40.43124706033224
413,CAP30_POSTPV_0753,483.0,483.0,1.0,-90.0,-359.1893734916065,10.7812816748151,40.9141516768359
414,CAP30_POSTPV_0754,652.5,652.5,1.0,-45.0,-379.80838247687154,10.611494815987426,40.88208478880222
415,CAP30_POSTPV_0756,579.5999999999999,579.5999999999999,1.0,-90.0,-359.1893734916065,10.17573411472521,41.19348866563676
416,CAP30_POSTPV_0759,600.3,300.15,0.5,65.0,-74.6470494949495,11.578693439955485,41.98343297261272
417,CAP30_POSTPV_0760,504.0,504.0,1.0,-90.0,-284.96094114465245,10.43362180484213,41.3766998016529
418,CAP30_POSTPV_0764,504.0,453.6,0.9,-90.0,-322.0751573181295,10.33016163408334,41.30740067351435
419,CAP30_POSTPV_0766,666.5399999999998,666.5399999999998,1.0,-90.0,-227.2277159859105,10.717569496531585,41.775446425128045
420,CAP30_POSTPV_0768,609.0,609.0,1.0,-90.0,-334.4465627092885,10.261776903049729,41.18897486117243
421,CAP30_POSTPV_0770,600.0,600.0,1.0,-90.0,-190.1134998124335,10.999215429716534,42.089216822566485
422,CAP30_POSTPV_0771,730.8,730.8,1.0,-90.0,-416.9225986503485,10.456461989640342,40.71868075902546
423,CAP30_POSTPV_0774,827.9999999999999,827.9999999999999,1.0,-90.0,-132.3802746536915,11.2466595059383,42.15441033338536
424,CAP30_POSTPV_0775,720.0,720.0,1.0,-90.0,-272.58953575349346,10.954284896815173,41.33179721666427
425,CAP30_POSTPV_0778,720.0,576.0,0.8,-75.0,-247.84672497117552,11.268817896991717,41.464945829414006
426,CAP30_POSTPV_0779,904.8,542.88,0.6,25.0,-247.84672497117552,11.06172545217406,41.3594139819492
427,CAP30_POSTPV_0783,435.0,348.0,0.8,75.0,-536.5128507648855,9.941430116118855,40.47911117211647
428,CAP30_POSTPV_0785,319.0,223.3,0.7000000000000001,50.0,-264.3419321593875,10.619707896223897,41.677374134110174
429,CAP30_POSTPV_0787,319.0,287.1,0.9,45.0,-540.6366525619385,10.315909660175976,40.85040381109234
430,CAP30_POSTPV_0788,421.8775,379.68975,0.9,-50.0,-478.7796256061435,9.32885468398706,40.27315356599514
431,CAP30_POSTPV_0789,220.0,198.0,0.9,-65.0,-330.3227609122355,10.869419041259103,41.14737993774356
432,CAP30_POSTPV_0793,360.0,360.0,1.0,75.0,-260.21813036233453,11.04298954722081,41.250028074750354
433,CAP30_POSTPV_0794,596.16,476.928,0.8,70.0,-181.86589621832752,10.858722440650713,41.83837963550353
434,CAP30_POSTPV_0795,604.8,423.36,0.7000000000000001,-80.0,-165.3706890301155,11.031153140888923,41.87091353087387
435,CAP30_POSTPV_0796,432.0,259.2,0.6,-85.0,-214.8563105947515,10.717174099975946,41.73002824633664
436,CAP30_POSTPV_0798,420.0,378.0,0.9,-45.0,-515.8938417796205,9.468308048005374,39.95963501802462
437,CAP30_POSTPV_0799,420.0,420.0,1.0,-90.0,-136.5040764507445,11.042136436393038,41.800320787284406
438,CAP30_POSTPV_0801,504.0,302.4,0.6,75.0,-251.97052676822847,10.61835344148984,41.54820431169272
439,CAP30_POSTPV_0805,483.0,434.69999999999993,0.8999999999999999,85.0,-264.3419321593875,10.560090741859549,41.54301738389141
440,CAP30_POSTPV_0806,360.0,324.0,0.9,-25.0,-256.0943285652815,11.10563983325862,41.36842940761472
441,CAP30_POSTPV_0807,576.0,403.2,0.7,-90.0,-148.87548184190348,11.340283145693151,42.2935307198563
442,CAP30_POSTPV_0808,300.0,300.0,1.0,-90.0,-223.10391418885752,10.702993143214918,41.59961151883599
443,CAP30_POSTPV_0809,420.0,420.0,1.0,-90.0,-140.6278782477975,11.26612655927772,42.19320998089369
444,CAP30_POSTPV_0810,819.0,491.4,0.6,30.0,-251.97052676822847,11.098002628515422,41.36067904745333
445,CAP30_POSTPV_0814,435.0,348.0,0.8,45.0,-256.0943285652815,10.64314425301404,41.66780131622426
446,CAP30_POSTPV_0816,579.5999999999999,579.5999999999999,1.0,-90.0,-326.1989591151825,10.236910052319985,41.23568725334725
447,CAP30_POSTPV_0818,360.0,324.0,0.9,-75.0,-243.7229231741225,10.627686644695052,41.6968232919242
448,CAP30_POSTPV_0820,462.55,370.04,0.8,15.0,-231.3515177829635,10.700397904286213,41.62016781620896
449,CAP30_POSTPV_0821,414.0,372.6,0.9,-45.0,-326.1989591151825,10.42417823629741,41.37765115482147
450,CAP30_POSTPV_0823,786.24,471.744,0.6,55.0,-62.275644103790505,11.3103071074344,41.88280720842271
451,CAP30_POSTPV_0825,343.2,308.88,0.9,-45.0,-194.2373016094865,10.900236289824354,41.82108721136576
452,CAP30_POSTPV_0829,345.0,345.0,1.0,-90.0,-355.0655716945535,10.315076648800094,41.22860270855509
453,CAP30_POSTPV_0833,303.6,303.6,1.0,-90.0,-276.7133375505465,10.603222782364794,41.47916622275984
454,CAP30_POSTPV_0835,414.0,331.2,0.7999999999999999,85.0,-408.67499505624255,9.788985206115225,40.74929922291036
455,CAP30_POSTPV_0836,264.0,237.6,0.9,-80.0,-157.1230854360095,10.940011633433503,41.74711470152991
456,CAP30_POSTPV_0837,319.0,223.3,0.7000000000000001,20.0,-190.1134998124335,11.0146899212236,42.00569368370501
457,CAP30_POSTPV_0838,396.0,316.8,0.8,-80.0,-276.7133375505465,11.007001916952897,41.29471768374193
458,CAP30_POSTPV_0840,253.0,177.09999999999997,0.6999999999999998,55.0,-111.76126566842647,11.153546028129828,41.875764038258325
459,CAP30_POSTPV_0842,648.0,453.6,0.7000000000000001,15.0,-91.14225668316148,11.296983075158511,41.73814552911118
460,CAP30_POSTPV_0846,394.68,276.27599999999995,0.6999999999999998,-45.0,-445.7892112297195,10.319791612312306,40.64526693648047
461,CAP30_POSTPV_0847,825.4124999999999,660.3299999999999,0.8,80.0,-441.6654094326665,10.54583001778151,40.92174721988168
462,CAP30_POSTPV_0850,253.0,227.7,0.8999999999999999,-45.0,-227.2277159859105,11.125138666790564,41.35085662100794
463,CAP30_POSTPV_0851,220.0,198.0,0.9,-40.0,-115.8850674654795,11.31858867332237,41.6639980234629
464,CAP30_POSTPV_0852,253.0,227.7,0.8999999999999999,40.0,-190.1134998124335,10.873909235103705,41.80460433973343
465,CAP30_POSTPV_0853,253.0,227.7,0.8999999999999999,20.0,-425.1702022444545,10.388800953069817,40.64546616751765
466,CAP30_POSTPV_0854,264.0,264.0,1.0,-45.0,-425.1702022444545,10.322062103006136,41.13445725132607
467,CAP30_POSTPV_0855,253.0,253.0,1.0,-75.0,-256.0943285652815,10.62230369421631,41.68515353893422
468,CAP30_POSTPV_0856,504.0,453.6,0.9,20.0,-177.74209442127452,11.265996981419624,41.604964700650456
469,CAP30_POSTPV_0857,345.0,310.5,0.9,-15.0,-70.5232476978965,11.30525286409238,42.03451581756034
470,CAP30_POSTPV_0858,264.0,264.0,1.0,45.0,-478.7796256061435,10.125270132634984,40.92060844881801
471,CAP30_POSTPV_0859,220.0,198.0,0.9,-40.0,-425.1702022444545,10.619117572478771,40.97542441544327
472,CAP30_POSTPV_0860,264.0,211.2,0.7999999999999999,50.0,-536.5128507648855,9.915664729786986,40.33697455002982
473,CAP30_POSTPV_0861,264.0,264.0,1.0,-45.0,-148.87548184190348,11.138347953469625,41.94207916938866
474,CAP30_POSTPV_0862,264.0,237.6,0.9,-30.0,-185.9896980153805,10.875005811880602,41.73459970970264
475,CAP30_POSTPV_0863,303.6,273.23999999999995,0.8999999999999998,-45.0,-284.96094114465245,10.5171358552483,41.57726934358584
476,CAP30_POSTPV_0865,448.5,224.25,0.5,30.0,-264.3419321593875,11.07829070258613,41.31408056753678
477,CAP30_POSTPV_0866,303.6,273.23999999999995,0.8999999999999998,5.0,-194.2373016094865,10.922307829077289,41.742013080192784
478,CAP30_POSTPV_0867,253.0,227.7,0.8999999999999999,45.0,-421.0464004474015,10.62424795404092,40.99778861792531
479,CAP30_POSTPV_0869,319.0,319.0,1.0,-90.0,-383.93218427392446,10.11695948159524,41.09598997899837
480,CAP30_POSTPV_0870,264.0,264.0,1.0,15.0,-379.80838247687154,10.647277982262144,40.95015890216023
481,CAP30_POSTPV_0872,462.55,416.295,0.9,75.0,-140.6278782477975,11.423274315335885,41.72949562121887
482,CAP30_POSTPV_0873,414.0,372.6,0.9,70.0,-144.7516800448505,11.235561035321355,41.54288862471778
483,CAP30_POSTPV_0874,319.0,287.1,0.9,30.0,-342.6941663033945,10.238621381679517,41.25555525091632
484,CAP30_POSTPV_0875,300.0,270.0,0.9,-90.0,-111.76126566842647,11.296160066695794,41.63203328080812
485,CAP30_POSTPV_0876,300.0,210.0,0.7,60.0,-66.3994459008435,11.479368789748182,41.93053334773057
486,CAP30_POSTPV_0877,255.2,229.68,0.9,-45.0,-124.1326710595855,11.17826042947698,42.032342583
487,CAP30_POSTPV_0878,390.0,390.0,1.0,0.0,-280.83713934759953,10.511149959112585,41.45559247888176
488,CAP30_POSTPV_0880,382.8,382.8,1.0,-90.0,-309.70375192697054,10.892648384405048,41.20220176428008
489,CAP30_POSTPV_0881,360.0,360.0,1.0,-90.0,-383.93218427392446,10.580844392205051,40.86442182360919
490,CAP30_POSTPV_0883,303.6,273.23999999999995,0.8999999999999998,-45.0,-416.9225986503485,10.577709724869871,40.87219691784799
491,CAP30_POSTPV_0884,366.85,330.165,0.9,10.0,-548.8842561560446,10.037372389217555,40.54720316770501
492,CAP30_POSTPV_0886,360.0,360.0,1.0,-90.0,-181.86589621832752,10.828877398541492,41.66466387131142
493,CAP30_POSTPV_0887,300.0,300.0,1.0,75.0,-309.70375192697054,10.450290571695824,41.37381808590196
494,CAP30_POSTPV_0888,366.85,366.85,1.0,-90.0,-202.4849052035925,10.91681094854366,41.76619178550848
495,CAP30_POSTPV_0889,319.0,191.4,0.6,-45.0,-136.5040764507445,11.264653073981036,41.600110114193846
496,CAP30_POSTPV_0890,324.0,291.6,0.9,-90.0,-553.0080579530975,10.10131328275331,40.55129781861032
497,CAP30_POSTPV_0891,323.785,291.4065,0.8999999999999999,-45.0,-235.4753195800165,11.077192042277414,41.3772794504566
498,CAP30_POSTPV_0892,366.85,330.165,0.9,-45.0,-111.76126566842647,11.376530158029665,41.72686596679113
499,CAP30_POSTPV_0894,366.85,220.11,0.6,40.0,-524.1414453737265,10.03238829650832,40.40187901024428
500,CAP30_POSTPV_0896,414.0,372.6,0.9,-90.0,-383.93218427392446,10.37452773632345,41.1926663521996
501,CAP30_POSTPV_0897,345.0,310.5,0.9,85.0,-338.5703645063415,10.768586629811985,41.04833008465059
502,CAP30_POSTPV_0898,440.22,440.22,1.0,0.0,-157.1230854360095,10.99517886569572,41.91421208662158
503,CAP30_POSTPV_0899,360.0,360.0,1.0,-90.0,-379.80838247687154,10.778631369429196,40.85970818217148
504,CAP30_POSTPV_0900,468.0,280.8,0.6,-90.0,-346.8179681004475,10.410812726624233,41.29886983796743
505,CAP30_POSTPV_0903,344.52000000000004,344.52000000000004,1.0,-45.0,-202.4849052035925,10.73920357312262,41.59154451286965
506,CAP30_POSTPV_0904,345.0,310.5,0.9,-50.0,-532.3890489678325,10.20890410380478,40.56221397680088
507,CAP30_POSTPV_0906,360.0,360.0,1.0,-90.0,-111.76126566842647,11.34000241524516,41.72193813849916
508,CAP30_POSTPV_0908,345.0,345.0,1.0,-90.0,-425.1702022444545,9.96738503327803,40.98681818103351
509,CAP30_POSTPV_0909,360.0,360.0,1.0,-90.0,-408.67499505624255,10.432247778154482,40.67696104534658
510,CAP30_POSTPV_0910,420.0,420.0,1.0,-90.0,-326.1989591151825,10.87079014083519,41.17557229405958
511,CAP30_POSTPV_0911,478.5,478.5,1.0,45.0,-371.5607788827655,10.715700313245156,40.982244650908704
512,CAP30_POSTPV_0912,414.0,372.6,0.9,-90.0,-190.1134998124335,10.768010946335025,41.6093055277953
513,CAP30_POSTPV_0913,360.0,324.0,0.9,-90.0,-445.7892112297195,9.868858045340032,40.82962394577132
514,CAP30_POSTPV_0917,435.0,304.5,0.7,45.0,-359.1893734916065,10.229947616716611,41.201076226356825
515,CAP30_POSTPV_0922,483.0,289.79999999999995,0.5999999999999999,70.0,-107.63746387137348,11.260862299383252,42.04738323680962
516,CAP30_POSTPV_0923,420.0,378.0,0.9,35.0,-408.67499505624255,10.332379183461466,41.13629481322028
517,CAP30_POSTPV_0924,483.0,434.69999999999993,0.8999999999999999,45.0,-346.8179681004475,10.34215721105308,41.24132520906388
518,CAP30_POSTPV_0926,500.25,350.17499999999995,0.7,70.0,-400.4273914621365,10.486928944514894,40.70276438805655
519,CAP30_POSTPV_0930,504.0,504.0,1.0,-90.0,-293.2085447387585,10.53169072277324,41.38950997749687
520,CAP30_POSTPV_0934,504.0,504.0,1.0,-90.0,-132.3802746536915,11.033541648853884,41.761594966342784
521,CAP30_POSTPV_0936,504.0,504.0,1.0,-90.0,-355.0655716945535,10.313765199491812,41.26443216652718
522,CAP30_POSTPV_0938,630.75,630.75,1.0,-90.0,-449.9130130267725,10.319834807869954,40.603875205247085
523,CAP30_POSTPV_0940,504.0,504.0,1.0,-90.0,-379.80838247687154,10.175294144725974,41.107651726701285
524,CAP30_POSTPV_0942,720.0,720.0,1.0,-90.0,-359.1893734916065,10.684056104215031,40.95016501794792
525,CAP30_POSTPV_0944,700.3499999999999,420.2099999999999,0.6,45.0,-495.2748327943555,9.819450779876885,40.67660951878946
526,CAP30_POSTPV_0945,690.0,690.0,1.0,-90.0,-214.8563105947515,10.85594863939642,41.91644385572593
